t,icao,tpos,lat,lon,alt,tv,gs,trk,roc,t50,tas,t60,ias,mach,hdg,vwx,vwy,temp
1522942690.274565,4841D5,1522942689.473098,51.97343,5.15227,15750.0,1522942690.274565,445.0,113.86,2240.0,1522942689.9134982,400.0,1522942690.040548,320.0,0.64,111.973,15.13,-18.97,257.97
1522942691.473719,4841D5,1522942691.473719,51.971759999999996,5.15839,15825.0,1522942690.857098,445.0,113.86,2240.0,1522942690.695557,402.0,1522942690.040548,320.0,0.64,111.973,15.21,-19.0,258.2
1522942692.439975,4841D5,1522942692.439975,51.97096,5.16167,15875.0,1522942692.2877462,445.0,113.86,2880.0,1522942692.4903722,402.0,1522942692.4903538,321.0,0.644,111.973,15.28,-19.03,258.02
1522942694.411216,4841D5,1522942693.37586,51.97017,5.1645199999999996,15925.0,1522942694.411216,445.0,113.98,3328.0,1522942692.4903722,402.0,1522942693.894414,321.0,0.644,111.973,15.3,-19.05,257.84
1522942696.115512,4841D5,1522942696.115512,51.967890000000004,5.170719999999999,16075.0,1522942694.93515,445.0,113.98,3328.0,1522942696.223579,404.0,1522942696.467007,321.0,0.648,111.973,15.24,-19.1,257.54
1522942696.556816,4841D5,1522942696.556816,51.96753,5.17357,16100.0,1522942694.93515,445.0,113.98,3328.0,1522942696.223579,404.0,1522942697.041283,321.0,0.648,111.973,15.19,-19.13,257.33
1522942698.496196,4841D5,1522942697.9820971,51.96631,5.17676,16175.0,1522942698.496196,446.0,113.92,3456.0,1522942696.223579,404.0,1522942697.662975,321.0,0.648,111.973,15.21,-19.14,257.08
1522942699.476092,4841D5,1522942699.476092,51.96505,5.1828,16250.0,1522942699.375568,446.0,113.92,3392.0,1522942699.1636946,404.0,1522942697.662975,321.0,0.648,111.973,15.22,-19.15,256.9
1522942700.4651349,4841D5,1522942700.4651349,51.96423,5.18585,16300.0,1522942699.375568,446.0,113.92,3392.0,1522942700.429434,404.0,1522942700.429423,320.0,0.648,111.973,15.23,-19.17,256.66
1522942702.327591,4841D5,1522942702.327591,51.96268,5.19211,16400.0,1522942701.776237,446.0,114.04,3072.0,1522942702.597613,404.0,1522942702.03226,320.0,0.648,111.973,15.22,-19.29,256.35
1522942702.327591,4841D5,1522942702.327591,51.96268,5.19211,16400.0,1522942701.776237,446.0,114.04,3072.0,1522942701.8242474,404.0,1522942702.03226,320.0,0.648,111.973,15.23,-19.24,256.39
1522942706.3154929,4841D5,1522942705.935435,51.95961,5.20132,16575.0,1522942706.3154929,448.0,113.94,2944.0,1522942702.597613,404.0,1522942706.399891,321.0,0.652,111.973,15.32,-19.4,255.43
1522942707.299964,4841D5,1522942705.935435,51.95961,5.20132,16575.0,1522942707.299964,448.0,113.94,3008.0,1522942706.55955,406.0,1522942706.399891,321.0,0.652,111.973,15.31,-19.39,255.41
1522942708.39056,4841D5,1522942708.0338259,51.957840000000004,5.20752,16675.0,1522942708.39056,448.0,114.05,3008.0,1522942708.373044,406.0,1522942706.399891,321.0,0.652,111.973,15.3,-19.47,255.34
1522942709.084564,4841D5,1522942709.084564,51.95695,5.21042,16750.0,1522942708.39056,448.0,114.05,3008.0,1522942708.373044,406.0,1522942709.069792,321.0,0.652,111.79700000000001,15.26,-19.57,255.3
1522942710.453012,4841D5,1522942710.453012,51.95581,5.21675,16800.0,1522942710.3479538,448.0,114.05,3072.0,1522942708.373044,406.0,1522942710.05459,321.0,0.6559999999999999,111.79700000000001,15.23,-19.67,254.8
1522942711.467822,4841D5,1522942711.467822,51.95495,5.219530000000001,16875.0,1522942711.418295,449.0,114.0,3136.0,1522942708.373044,406.0,1522942711.028182,321.0,0.6559999999999999,111.79700000000001,15.25,-19.76,254.34
1522942712.475034,4841D5,1522942712.4477491,51.95412,5.22285,16925.0,1522942712.475034,449.0,114.0,3136.0,1522942712.348578,408.0,1522942712.348568,321.0,0.6559999999999999,111.62100000000001,15.16,-19.86,254.35
1522942714.305609,4841D5,1522942714.305609,51.95256,5.22888,17025.0,1522942712.475034,449.0,114.0,3136.0,1522942714.493056,408.0,1522942714.493068,321.0,0.6559999999999999,111.445,15.05,-20.03,254.33
1522942714.843941,4841D5,1522942714.843941,51.9521,5.229030000000001,17050.0,1522942712.475034,449.0,114.0,3136.0,1522942714.493056,408.0,1522942714.777491,321.0,0.6559999999999999,111.445,14.95,-20.15,254.39
1522942716.4102561,4841D5,1522942716.3319368,51.95082,5.23514,17125.0,1522942716.4102561,450.0,114.12,3264.0,1522942716.322311,408.0,1522942716.322304,320.0,0.6559999999999999,111.27,14.87,-20.39,254.32
1522942717.8305109,4841D5,1522942717.4078946,51.94992,5.238119999999999,17200.0,1522942717.8305109,450.0,114.12,3264.0,1522942717.687423,408.0,1522942718.4589028,320.0,0.6559999999999999,111.27,14.8,-20.64,254.38
1522942717.8305109,4841D5,1522942717.4078946,51.94992,5.238119999999999,17200.0,1522942717.8305109,450.0,114.12,3264.0,1522942718.963245,408.0,1522942718.4589028,320.0,0.6559999999999999,111.27,14.74,-20.8,254.44
1522942720.4893188,4841D5,1522942719.578466,51.94806,5.24425,17300.0,1522942720.4893188,451.0,114.07,2880.0,1522942718.963245,408.0,1522942720.44942,319.0,0.6559999999999999,111.27,14.73,-20.99,254.51
1522942721.056303,4841D5,1522942721.017086,51.94684,5.24742,17375.0,1522942720.984672,451.0,114.07,2880.0,1522942718.963245,408.0,1522942721.10428,319.0,0.6559999999999999,111.27,14.73,-21.15,254.5
1522942721.5199811,4841D5,1522942721.017086,51.94684,5.24742,17375.0,1522942721.5199811,452.0,114.01,2752.0,1522942718.963245,408.0,1522942722.437606,319.0,0.66,111.27,14.78,-21.27,254.13
1522942723.081748,4841D5,1522942722.592796,51.94551,5.25352,17450.0,1522942723.081748,452.0,114.13,2624.0,1522942722.913509,410.0,1522942722.437606,319.0,0.66,111.27,14.71,-21.4,254.09
1522942725.137207,4841D5,1522942722.592796,51.94551,5.25352,17450.0,1522942725.137207,453.0,114.19,2560.0,1522942722.913509,410.0,1522942725.101652,319.0,0.66,111.445,14.72,-21.49,254.08
1522942726.206899,4841D5,1522942722.592796,51.94551,5.25352,17450.0,1522942726.035206,453.0,114.19,2560.0,1522942722.913509,410.0,1522942726.110114,319.0,0.66,111.445,14.71,-21.57,254.09
1522942727.6089964,4841D5,1522942727.6089964,51.94117,5.26904,17650.0,1522942727.0661,453.0,114.19,2624.0,,,1522942728.2127712,319.0,0.66,111.445,14.73,-21.55,254.13
1522942729.02791,4841D5,1522942727.6089964,51.94117,5.26904,17650.0,1522942729.02791,455.0,114.26,2752.0,,,1522942729.119363,319.0,0.664,111.445,14.72,-21.54,254.14
1522942730.229756,4841D5,1522942730.229756,51.93892,5.27832,17775.0,1522942729.02791,455.0,114.26,2752.0,1522942729.977954,412.0,1522942730.140054,319.0,0.664,111.62100000000001,14.73,-21.64,253.96
1522942732.4063199,4841D5,1522942732.089358,51.937259999999995,5.28144,17875.0,1522942732.4063199,456.0,114.32,2944.0,1522942732.2496312,412.0,1522942732.240126,319.0,0.664,111.62100000000001,14.78,-21.73,253.7
1522942733.0349731,4841D5,1522942733.0349731,51.93645,5.284730000000001,17925.0,1522942732.969701,456.0,114.32,2944.0,1522942732.2496312,412.0,1522942733.126299,319.0,0.664,111.62100000000001,14.81,-21.84,253.66
1522942734.468156,4841D5,1522942734.410018,51.93526,5.290830000000001,17975.0,1522942734.468156,456.0,114.32,2944.0,1522942734.3342464,412.0,1522942733.858238,319.0,0.664,111.62100000000001,14.82,-21.84,253.59
1522942735.4807081,4841D5,1522942735.4807081,51.934329999999996,5.29384,18025.0,1522942735.447832,457.0,114.27,2944.0,1522942734.796318,412.0,1522942735.26008,318.0,0.664,111.79700000000001,14.95,-21.88,253.58
1522942736.461297,4841D5,1522942736.0006142,51.933859999999996,5.29392,18075.0,1522942736.461297,457.0,114.27,2880.0,1522942734.796318,412.0,1522942736.182106,318.0,0.664,111.79700000000001,14.94,-21.88,253.64
1522942738.041175,4841D5,1522942738.041175,51.93209,5.30028,18150.0,1522942736.461297,457.0,114.27,2880.0,1522942734.796318,412.0,1522942737.847703,319.0,0.664,111.79700000000001,15.07,-21.9,253.5
1522942751.4963849,4841D5,1522942750.713104,51.92111,5.34111,18725.0,1522942751.4963849,462.0,113.85,2880.0,,,1522942752.428385,320.0,0.6759999999999999,111.62100000000001,15.0,-21.89,253.28
1522942753.430919,4841D5,1522942750.713104,51.92111,5.34111,18725.0,1522942753.430919,463.0,113.8,2944.0,,,1522942754.475574,320.0,0.6759999999999999,111.445,15.01,-21.92,253.22
1522942756.493315,4841D5,1522942755.838661,51.91668,5.35701,18975.0,1522942756.493315,463.0,113.8,2816.0,1522942756.6100314,418.0,1522942758.252541,320.0,0.68,111.62100000000001,15.63,-21.7,248.84
1522942756.493315,4841D5,1522942755.838661,51.91668,5.35701,18975.0,1522942756.493315,463.0,113.8,2816.0,1522942756.6100314,418.0,1522942756.616152,320.0,0.68,111.445,15.37,-21.91,248.84
1522942756.493315,4841D5,1522942755.838661,51.91668,5.35701,18975.0,1522942756.493315,463.0,113.8,2816.0,1522942756.2530339,418.0,1522942756.340958,320.0,0.68,111.445,15.38,-21.91,248.84
1522942758.7888858,4841D5,1522942758.7888858,51.91411,5.36636,19125.0,1522942758.542872,464.0,113.86,2752.0,1522942756.6100314,418.0,1522942758.583673,320.0,0.68,111.62100000000001,15.9,-21.69,248.84
1522942761.226366,4841D5,1522942760.754912,51.912409999999994,5.3726199999999995,19200.0,1522942761.226366,464.0,113.86,2688.0,1522942756.6100314,418.0,1522942760.800427,320.0,0.684,111.62100000000001,16.07,-21.69,247.96
1522942762.250549,4841D5,1522942762.250549,51.91109,5.37895,19275.0,1522942761.226366,464.0,113.86,2688.0,,,1522942762.1118019,320.0,0.684,111.62100000000001,16.09,-21.69,247.95
1522942762.8532321,4841D5,1522942762.70252,51.91072,5.3791,19300.0,1522942762.8532321,465.0,113.81,2688.0,,,1522942763.32669,321.0,0.684,111.62100000000001,16.07,-21.71,247.94
1522942764.134717,4841D5,1522942764.134717,51.90947,5.38244,19350.0,1522942763.758424,465.0,113.81,2688.0,,,1522942764.257834,321.0,0.684,111.62100000000001,16.06,-21.73,247.93
1522942766.312407,4841D5,1522942766.193764,51.90765,5.3916900000000005,19450.0,1522942766.298328,466.0,113.76,2816.0,1522942766.063252,422.0,1522942766.289181,320.0,0.688,111.62100000000001,16.01,-21.54,247.89
1522942767.6695929,4841D5,1522942767.6695929,51.9064,5.39499,19525.0,1522942766.298328,466.0,113.76,2816.0,1522942768.279658,422.0,1522942768.269256,320.0,0.688,111.62100000000001,15.98,-21.41,247.85
1522942769.002054,4841D5,1522942767.6695929,51.9064,5.39499,19525.0,1522942769.002054,466.0,113.76,2880.0,1522942769.169885,422.0,1522942768.269256,320.0,0.688,111.62100000000001,15.95,-21.33,247.82
1522942779.722299,4841D5,1522942779.722299,51.89583,5.4336,20050.0,1522942770.162968,466.0,113.76,2880.0,1522942780.077326,424.0,,,,,15.96,-21.35,247.76
1522942781.362635,4841D5,1522942780.7645214,51.89488,5.43663,20100.0,1522942770.162968,466.0,113.76,2880.0,1522942780.077326,424.0,1522942781.161686,319.0,0.6920000000000001,111.27,15.43,-21.56,247.5
1522942782.4716618,4841D5,1522942782.29371,51.89355,5.4431199999999995,20150.0,1522942782.4716618,471.0,113.9,2560.0,1522942780.077326,424.0,1522942781.749877,319.0,0.6920000000000001,111.27,15.73,-22.1,247.37
1522942784.320752,4841D5,1522942784.1351562,51.89192,5.44647,20225.0,1522942784.320752,472.0,113.96,2624.0,1522942780.077326,424.0,1522942783.861639,319.0,0.6920000000000001,111.27,15.73,-22.09,247.24
1522942784.7667801,4841D5,1522942784.714295,51.8914,5.44966,20275.0,1522942784.7667801,472.0,113.96,2624.0,1522942786.372597,424.0,1522942785.743149,318.0,0.6920000000000001,111.27,16.06,-22.59,247.23
1522942789.092847,4841D5,1522942787.658049,51.8888,5.4591400000000005,20400.0,1522942789.092847,473.0,114.07,2624.0,1522942786.372597,424.0,1522942789.85383,318.0,0.696,111.27,16.1,-22.61,247.23
1522942794.231158,4841D5,1522942793.5042286,51.88354,5.47874,20650.0,1522942794.231158,475.0,114.19,2304.0,1522942793.826315,426.0,1522942793.826322,318.0,0.696,111.445,16.47,-23.25,247.0
1522942807.6478848,4841D5,1522942803.372308,51.874559999999995,5.51109,21050.0,1522942807.6478848,479.0,114.37,2496.0,1522942808.312143,430.0,,,,,16.43,-23.06,246.7
1522942815.1270962,4841D5,1522942814.989527,51.86385,5.54713,21525.0,1522942815.1270962,482.0,114.49,2176.0,,,1522942815.2191188,318.0,0.708,111.445,16.43,-23.13,
1522942815.1270962,4841D5,1522942814.989527,51.86385,5.54713,21525.0,1522942815.1270962,482.0,114.49,2176.0,,,1522942818.4931982,318.0,0.708,111.445,16.41,-23.16,
1522942819.295289,4841D5,1522942819.295289,51.859840000000005,5.56358,21675.0,1522942819.2630439,484.0,114.39,2048.0,1522942819.405799,432.0,1522942818.4931982,318.0,0.708,111.445,16.43,-23.17,
1522942819.295289,4841D5,1522942819.295289,51.859840000000005,5.56358,21675.0,1522942819.2630439,484.0,114.39,2048.0,1522942819.405799,432.0,1522942820.480109,318.0,0.7120000000000001,111.445,16.47,-23.17,
1522942821.228096,4841D5,1522942821.228096,51.85808,5.57014,21725.0,1522942819.2630439,484.0,114.39,2048.0,1522942819.405799,432.0,1522942821.5877519,318.0,0.7120000000000001,111.445,17.68,-25.49,242.43
1522942821.228096,4841D5,1522942821.228096,51.85808,5.57014,21725.0,1522942819.2630439,484.0,114.39,2048.0,1522942819.405799,432.0,1522942822.529669,317.0,0.7120000000000001,111.445,17.68,-25.5,242.43
1522942826.446306,4841D5,1522942821.228096,51.85808,5.57014,21725.0,1522942826.446306,487.0,114.46,2176.0,1522942828.3306699,432.0,,,,,17.62,-25.37,242.43
1522942826.446306,4841D5,1522942821.228096,51.85808,5.57014,21725.0,1522942826.446306,487.0,114.46,2176.0,1522942828.3306699,432.0,1522942829.866387,316.0,0.7120000000000001,111.62100000000001,17.62,-25.39,242.43
1522942831.218879,4841D5,1522942831.218879,51.84877,5.603330000000001,22100.0,1522942830.6625938,489.0,114.37,1984.0,1522942828.3306699,432.0,1522942831.491867,316.0,0.7120000000000001,111.79700000000001,17.62,-25.41,242.43
1522942833.212219,4841D5,1522942832.725126,51.84732,5.60681,22125.0,1522942833.212219,490.0,114.32,1728.0,1522942828.3306699,432.0,1522942832.798423,316.0,0.7120000000000001,111.62100000000001,19.91,-26.2,242.43
1522942835.421673,4841D5,1522942832.725126,51.84732,5.60681,22125.0,1522942834.718975,491.0,114.27,1728.0,,,1522942835.460623,317.0,0.716,111.62100000000001,19.97,-26.22,242.43
1522942835.701885,4841D5,1522942832.725126,51.84732,5.60681,22125.0,1522942835.701885,491.0,114.27,1664.0,,,1522942836.161304,318.0,0.716,111.62100000000001,19.94,-26.23,242.43
1522942836.791157,4841D5,1522942832.725126,51.84732,5.60681,22125.0,1522942836.791157,492.0,114.22,1728.0,,,1522942836.697448,318.0,0.716,111.62100000000001,19.85,-26.17,242.43
1522942838.321072,4841D5,1522942838.321072,51.8421,5.62686,22300.0,1522942837.791333,492.0,114.22,1792.0,,,1522942837.745299,317.0,0.716,111.62100000000001,19.88,-26.2,242.43
1522942839.2311,4841D5,1522942838.321072,51.8421,5.62686,22300.0,1522942839.2311,493.0,114.28,1984.0,,,1522942839.4454482,317.0,0.716,111.62100000000001,19.8,-26.15,242.43
1522942840.8128474,4841D5,1522942840.8128474,51.83977,5.63354,22375.0,1522942839.2311,493.0,114.28,1984.0,,,1522942841.3822448,317.0,0.72,111.62100000000001,19.91,-26.2,242.43
1522942843.497734,4841D5,1522942842.6674972,51.838029999999996,5.64014,22450.0,1522942843.497734,495.0,114.19,2112.0,1522942843.39761,436.0,1522942841.3822448,317.0,0.72,111.62100000000001,21.13,-26.43,241.75
1522942845.254078,4841D5,1522942844.216953,51.83656,5.6469,22500.0,1522942845.254078,495.0,114.19,2112.0,1522942844.543898,436.0,1522942841.3822448,317.0,0.72,111.62100000000001,21.42,-26.46,241.63
1522942845.254078,4841D5,1522942844.216953,51.83656,5.6469,22500.0,1522942845.254078,495.0,114.19,2112.0,1522942848.718439,438.0,,,,,21.38,-26.47,241.64
1522942850.951266,4841D5,1522942850.951266,51.83025,5.66746,22725.0,1522942845.254078,495.0,114.19,2112.0,1522942848.718439,438.0,1522942851.35303,319.0,0.728,111.62100000000001,21.43,-26.48,241.64
1522942853.1251929,4841D5,1522942852.923696,51.82837,5.67414,22800.0,1522942853.1251929,499.0,114.0,1856.0,1522942853.314549,440.0,1522942852.983822,319.0,0.728,111.445,21.62,-26.54,241.0
1522942854.511301,4841D5,1522942854.511301,51.8269,5.6809,22850.0,1522942853.559673,499.0,114.0,1920.0,1522942853.314549,440.0,1522942855.355953,319.0,0.728,111.445,21.65,-26.54,240.99
1522942868.47484,4841D5,1522942868.47484,51.81367,5.7287,23300.0,1522942861.9689536,501.0,114.01,2048.0,1522942870.069008,442.0,,,,,21.59,-26.52,240.56
1522942875.894546,4841D5,1522942868.47484,51.81367,5.7287,23300.0,1522942875.894546,506.0,113.99,2112.0,,,1522942877.123062,322.0,0.7440000000000001,111.445,21.67,-26.53,240.57
1522942882.373222,4841D5,1522942881.602875,51.801140000000004,5.773619999999999,23775.0,1522942882.373222,508.0,114.15,2048.0,,,1522942881.7826982,323.0,0.748,111.62100000000001,21.8,-26.56,
1522942886.985025,4841D5,1522942881.602875,51.801140000000004,5.773619999999999,23775.0,1522942886.985025,508.0,114.15,2304.0,,,1522942888.281462,322.0,0.752,111.445,21.69,-26.54,
1522942893.282865,4841D5,1522942891.986777,51.791129999999995,5.80826,24150.0,1522942893.282865,510.0,114.05,1856.0,,,1522942893.491616,322.0,0.7559999999999999,111.27,21.71,-26.55,
1522942894.232533,4841D5,1522942891.986777,51.791129999999995,5.80826,24150.0,1522942894.232533,510.0,114.16,1792.0,1522942893.8667526,452.0,1522942893.491616,322.0,0.7559999999999999,111.27,20.82,-28.06,235.41
1522942894.232533,4841D5,1522942891.986777,51.791129999999995,5.80826,24150.0,1522942894.232533,510.0,114.16,1792.0,1522942893.8667526,452.0,1522942896.963053,319.0,0.748,111.445,20.82,-28.08,235.41
1522942898.580099,4841D5,1522942898.580099,51.78474,5.83255,24375.0,1522942894.232533,510.0,114.16,1792.0,1522942898.974211,452.0,1522942896.963053,319.0,0.748,111.445,20.82,-28.07,235.41
1522942903.2457118,4841D5,1522942901.59525,51.78182,5.84305,24500.0,1522942903.2457118,511.0,114.26,2880.0,1522942898.974211,452.0,1522942902.832694,322.0,0.76,111.62100000000001,21.23,-27.77,233.75
1522942906.312569,4841D5,1522942901.59525,51.78182,5.84305,24500.0,1522942906.312569,511.0,114.36,2368.0,,,1522942905.821964,321.0,0.76,111.445,21.25,-27.76,233.68
1522942907.787175,4841D5,1522942906.975766,51.7766,5.86032,24725.0,1522942907.787175,511.0,114.26,2112.0,,,1522942908.117868,320.0,0.7559999999999999,111.79700000000001,21.25,-27.76,233.69
1522942909.380233,4841D5,1522942906.975766,51.7766,5.86032,24725.0,1522942909.380233,511.0,114.26,2048.0,1522942908.85092,454.0,1522942908.117868,320.0,0.7559999999999999,111.79700000000001,21.24,-27.76,233.76
1522942911.7139199,4841D5,1522942910.1510286,51.77349,5.87067,24850.0,1522942911.7139199,511.0,114.26,2240.0,1522942912.818135,452.0,1522942908.117868,320.0,0.7559999999999999,111.79700000000001,21.23,-27.78,232.93
1522942915.049126,4841D5,1522942915.004157,51.768809999999995,5.88823,25050.0,1522942915.049126,510.0,114.3,2752.0,1522942914.904906,450.0,,,,,21.23,-27.78,232.93
1522942918.614958,4841D5,1522942918.614958,51.7652,5.90203,25225.0,1522942915.049126,510.0,114.3,2752.0,1522942920.56211,448.0,,,,,21.19,-27.81,
1522942918.614958,4841D5,1522942918.614958,51.7652,5.90203,25225.0,1522942915.049126,510.0,114.3,2752.0,1522942920.56211,448.0,1522942921.846578,315.0,0.7559999999999999,115.137,21.18,-27.83,
1522942923.08791,4841D5,1522942918.614958,51.7652,5.90203,25225.0,1522942923.08791,510.0,117.02,3072.0,1522942920.56211,448.0,1522942922.632375,315.0,0.7559999999999999,115.31200000000001,21.15,-27.85,
1522942924.581317,4841D5,1522942918.614958,51.7652,5.90203,25225.0,1522942924.581317,510.0,117.92,3072.0,,,1522942926.8200018,315.0,0.76,117.07,21.15,-27.82,
1522942924.581317,4841D5,1522942918.614958,51.7652,5.90203,25225.0,1522942924.581317,510.0,117.92,3072.0,1522942920.56211,448.0,1522942924.961417,315.0,0.7559999999999999,116.367,21.2,-27.82,
1522942930.227274,4841D5,1522942930.227274,51.75233,5.94227,25850.0,1522942924.581317,510.0,117.92,3072.0,,,1522942930.7939222,311.0,0.7559999999999999,118.652,21.24,-27.82,
1522942939.984363,4841D5,1522942939.984363,51.740159999999996,5.97107,26375.0,1522942939.9471312,507.0,123.5,3328.0,,,1522942939.7564108,309.0,0.7559999999999999,122.16799999999999,21.22,-27.68,
1522942939.984363,4841D5,1522942939.984363,51.740159999999996,5.97107,26375.0,1522942939.9471312,507.0,123.5,3328.0,1522942940.5450199,448.0,1522942939.7564108,309.0,0.7559999999999999,122.16799999999999,21.21,-27.71,230.78
1522942943.351187,4841D5,1522942943.351187,51.73574,5.98381,26575.0,1522942943.007673,506.0,124.38,3328.0,1522942940.5450199,448.0,1522942942.98906,308.0,0.7559999999999999,123.398,21.24,-27.68,230.78
1522942944.1377714,4841D5,1522942943.351187,51.73574,5.98381,26575.0,1522942944.1377714,505.0,124.7,3200.0,1522942940.5450199,448.0,1522942944.3961382,307.0,0.7559999999999999,123.75,21.18,-27.7,230.78
1522942944.1377714,4841D5,1522942943.351187,51.73574,5.98381,26575.0,1522942944.1377714,505.0,124.7,3200.0,1522942945.613123,446.0,1522942945.8924901,306.0,0.7559999999999999,124.277,21.38,-27.5,230.78
1522942946.678133,4841D5,1522942946.678133,51.73123,5.99282,26750.0,1522942946.518234,505.0,125.58,3072.0,1522942946.987683,446.0,1522942946.987731,306.0,0.7559999999999999,124.62899999999999,21.22,-27.49,226.71
1522942954.400624,4841D5,1522942954.2987778,51.72057,6.01702,27150.0,1522942954.400624,504.0,127.67,3136.0,,,1522942953.917064,302.0,0.752,126.914,21.36,-27.14,226.64
1522942955.338934,4841D5,1522942955.2566464,51.71921,6.019819999999999,27200.0,1522942955.338934,503.0,127.89,3072.0,,,1522942955.020739,302.0,0.752,126.914,21.66,-26.87,227.08
1522942956.743893,4841D5,1522942956.743893,51.71709,6.02303,27275.0,1522942955.766488,503.0,127.89,3072.0,1522942956.567987,444.0,1522942955.020739,302.0,0.752,126.914,20.92,-25.88,226.86
1522942958.147153,4841D5,1522942958.0904381,51.71516,6.02585,27350.0,1522942958.147153,503.0,127.89,3008.0,1522942957.622868,444.0,1522942957.649764,303.0,0.7559999999999999,126.914,23.24,-26.38,226.84
1522942959.990994,4841D5,1522942959.990994,51.71246,6.03172,27450.0,1522942959.521899,502.0,127.8,3008.0,1522942959.686489,444.0,1522942957.649764,303.0,0.7559999999999999,126.914,22.46,-25.89,226.85
1522942961.110156,4841D5,1522942961.091274,51.71091,6.03469,27500.0,1522942961.110156,502.0,127.8,3072.0,1522942959.686489,444.0,1522942962.074881,301.0,0.7559999999999999,126.914,18.09,-25.77,227.15
1522942963.2432961,4841D5,1522942963.2432961,51.70785,6.04362,27625.0,1522942963.148968,501.0,127.71,3136.0,1522942959.686489,444.0,1522942963.4462821,300.0,0.7559999999999999,126.914,17.96,-25.44,227.15
1522942968.272002,4841D5,1522942968.192389,51.70087,6.0582,27875.0,1522942968.272002,499.0,127.6,2816.0,,,1522942967.6245134,298.0,0.752,127.09,17.97,-25.43,227.15
1522942969.6094036,4841D5,1522942969.6094036,51.69887,6.06133,27950.0,1522942969.323145,499.0,127.6,2816.0,1522942969.904705,442.0,1522942970.2250528,297.0,0.752,127.266,18.45,-24.52,227.32
1522942971.463286,4841D5,1522942969.6094036,51.69887,6.06133,27950.0,1522942971.463286,499.0,127.6,2752.0,1522942970.5203419,442.0,1522942970.2250528,297.0,0.752,127.266,18.64,-24.19,227.39
1522942972.074908,4841D5,1522942972.074908,51.69538,6.06712,28075.0,1522942971.463286,499.0,127.6,2752.0,1522942971.588301,440.0,1522942970.2250528,297.0,0.752,127.266,18.64,-24.16,227.39
1522942973.2522151,4841D5,1522942973.0521526,51.69402,6.07024,28125.0,1522942973.2522151,499.0,127.51,2688.0,1522942971.588301,440.0,1522942972.979528,295.0,0.752,127.266,18.65,-24.17,227.39
1522942974.133699,4841D5,1522942974.133699,51.69249,6.07315,28175.0,1522942973.2522151,499.0,127.51,2688.0,1522942971.588301,440.0,1522942974.485141,295.0,0.752,127.266,19.09,-24.06,226.74
1522942974.133699,4841D5,1522942974.133699,51.69249,6.07315,28175.0,1522942973.2522151,499.0,127.51,2688.0,1522942971.588301,440.0,1522942975.4741054,294.0,0.752,127.266,19.08,-24.07,226.73
1522942976.303253,4841D5,1522942976.303253,51.689440000000005,6.0819,28275.0,1522942975.835136,499.0,127.51,2688.0,1522942975.5726461,438.0,1522942975.4741054,294.0,0.752,127.266,19.09,-24.07,226.73
1522942977.332021,4841D5,1522942976.838658,51.68871,6.08197,28300.0,1522942977.332021,498.0,127.42,2688.0,1522942975.5726461,438.0,1522942976.902908,293.0,0.748,127.441,19.07,-24.08,226.67
1522942977.835642,4841D5,1522942977.743929,51.68742,6.084980000000001,28350.0,1522942977.835642,498.0,127.42,2688.0,1522942975.5726461,438.0,1522942978.4482539,291.0,0.7440000000000001,127.266,19.08,-24.07,226.67
1522942977.835642,4841D5,1522942977.743929,51.68742,6.084980000000001,28350.0,1522942977.835642,498.0,127.42,2688.0,1522942978.577317,436.0,1522942978.4482539,291.0,0.7440000000000001,127.266,19.09,-24.06,226.67
1522942981.2846632,4841D5,1522942981.2846632,51.68248,6.09657,28500.0,1522942979.924516,498.0,127.42,2624.0,1522942978.577317,436.0,1522942980.617463,290.0,0.7440000000000001,127.266,19.1,-24.07,226.61
1522942983.4520938,4841D5,1522942981.2846632,51.68248,6.09657,28500.0,1522942983.4520938,498.0,127.33,2240.0,1522942983.489544,432.0,1522942980.617463,290.0,0.7440000000000001,127.266,20.85,-24.56,224.48
1522942983.799688,4841D5,1522942983.799688,51.678940000000004,6.102519999999999,28600.0,1522942983.4520938,498.0,127.33,2240.0,1522942984.332311,432.0,1522942980.617463,290.0,0.7440000000000001,127.266,20.89,-24.59,224.43
1522942986.340533,4841D5,1522942983.799688,51.678940000000004,6.102519999999999,28600.0,1522942986.340533,498.0,127.26,1792.0,1522942986.398311,432.0,1522942986.398303,286.0,0.736,127.266,20.82,-24.58,224.49
1522942987.382014,4841D5,1522942987.382014,51.67396,6.114269999999999,28725.0,1522942986.340533,498.0,127.26,1792.0,1522942986.398311,432.0,1522942987.4805381,285.0,0.736,127.266,21.74,-24.76,224.93
1522942990.23029,4841D5,1522942990.23029,51.669940000000004,6.12317,28800.0,1522942989.2765539,499.0,127.19,1664.0,1522942990.3743598,430.0,1522942987.4805381,285.0,0.736,127.266,22.81,-25.09,224.91
1522942991.7613199,4841D5,1522942990.705985,51.6693,6.12317,28800.0,1522942991.7613199,500.0,127.12,1664.0,1522942990.3743598,430.0,1522942992.049835,285.0,0.736,127.09,22.72,-25.06,224.91
1522942993.773899,4841D5,1522942993.7409961,51.66502,6.1322,28900.0,1522942993.773899,501.0,127.21,1792.0,1522942990.3743598,430.0,1522942993.619357,284.0,0.736,127.09,23.48,-25.64,224.81
